,Title,Published_date,Views,Likes,Comments,Month
1041,"Super Kings from Plato's Academy, Tirupur and SMBM HSS, Dindigul discuss their first match",28-12-2019,8204,378,19,Dec
1042,Vidya Mandir about their opening match against CS Academy,28-12-2019,5861,255,15,Dec
1043,Dhoni calls for a special autograph after being impressed with a fan's painting,23-12-2019,29960411,686722,5394,Dec
1044,"New CSK Players Sam Curran, Piyush Chawla and Sai Kishore send their first messages to the Fans",21-12-2019,493754,31345,778,Dec
1045,L Balaji and Stephen Fleming talk about CSK's Auction Performance,19-12-2019,164493,6868,263,Dec
1046,Stephen Fleming on CSK's Auction Strategy for 2020,19-12-2019,34200,2244,184,Dec
1047,When Dhoni's rally stunned Bravo,27-10-2019,2814416,44990,431,Oct
1048,Lions into the Finals! Vizag la victory! #WhistlePodu #Yellove,11-05-2019,2217115,59120,797,May
1049,Gully Rap Challenge - Ft. Super Kings! #WhistlePodu #Yellove,04-05-2019,1149641,43552,787,May
1050,One pitch(er) it is! Ft. Super Kings! #WhistlePodu,03-05-2019,45437,2171,44,May
1051,Book Cricket aadum super kings! Who's the winner? Watch and #WhistlePodu!,03-05-2019,30562,1332,28,May
1052,Champion Super Cubs  Song - Ft. Champion DJ Bravo! #WhistlePodu,03-05-2019,78714,4656,64,May
1053,#AnbuDen Super Thanks! #WhistlePodu 💛🦁,02-05-2019,3491980,102593,673,May
1054,#AnbuDen Super Thanks! #WhistlePodu #Yellove 💛🦁,02-05-2019,44773,3102,107,May
1055,Chennai Super Cubs Cricket Club,21-04-2019,106468,4976,96,Apr
1056,Super Silambu Challenge - Ft. The Super Kings,20-04-2019,386898,15772,416,Apr
1057,Super Dosa Challenge - Ft. The Super Kings! #WhistlePodu #Yellove,15-04-2019,1773313,42130,466,Apr
1058,Award Ceremony and Cap Lessons ft. Ziva,14-04-2019,19822700,259575,1845,Apr
1059,Super Kings writing in Tamil!,14-04-2019,791738,34388,622,Apr
1060,Dhoni running with kids - Will Watson and Gibran Tahir,06-04-2019,17916698,243818,2200,Apr
1061,Delhi to Chennai Travel Vlog with Mohit Sharma! #WhistlePodu #Yellove 💛🦁,28-03-2019,261833,9140,252,Mar
1062,Super Kings - Capital Bound! #WhistlePodu,25-03-2019,14304847,204384,2318,Mar
1063,"#CSKvRCB Match Vimarsanam Ft. Thala, Mohit Sharma! #WhistlePodu",25-03-2019,579307,22191,556,Mar
1064,Chennai Super Singh! Kingggu Da! #WhistlePodu #Yellove,24-03-2019,61402,2612,75,Mar
1065,#Yellove MatchDay CSK v RCB! #WhistlePodu,23-03-2019,95952,2601,98,Mar
1066,Culinary Super Kings! #WhistlePodu,20-03-2019,298692,6954,167,Mar
1067,Goosebumps as Dhoni walks into Chepauk for CSK practice to a rousing welcome,17-03-2019,3674115,166090,4293,Mar
1068,Catch me if you fan - #AnbuDen Version,17-03-2019,923938,26051,575,Mar
1069,140 seconds of Classic #Thala Dhoni! #WhistlePodu #Yellove,16-03-2019,417340,14021,418,Mar
1070,#PrideOnWheels is Yellove again! #Yellove #WhistlePodu 💛🦁,09-03-2019,225249,11851,309,Mar
1071,Chinna Thala Back to the Grind at AnbuDen! #WhistlePodu #Yellove 💛🦁,09-03-2019,46027,2529,82,Mar
1072,Super Memories 2018,01-01-2019,526501,23364,289,Jan
1073,CSK #SuperChampions celebrations,31-05-2018,19704628,420282,4894,May
1074,Dwayne Bravo sings Run D World in CSK Dressing Room,23-05-2018,106464,4156,92,May
1075,Sambi Willey Act,22-05-2018,109447,4586,67,May
1076,Super Coach Speaks - 2018,20-05-2018,41099,1386,15,May
1077,Official CSK Anthem - Hindi - 2018,15-05-2018,76878,3387,92,May
1078,Official CSK Anthem - 2018,14-05-2018,483162,22770,336,May
1079,Super Mother's day Wishes - CSK Family,13-05-2018,69267,3212,90,May
1080,Super Kings - Happy Tamil New Year,14-04-2018,82066,4586,102,Apr
1081,Official CSK #WhistlePodu Video 2018,06-04-2018,14159973,339781,12628,Apr
1082,The Super Kings Show,04-02-2018,35876,857,12,Feb
1083,CSK Super Fan Promo (teaser),28-04-2015,77811,2323,55,Apr
1084,SuperVideos 01 Bravo,15-04-2015,31194,878,10,Apr
1085,Practice Video #1,15-04-2015,13028,278,10,Apr
1086,CSK  SUPERSTAR CHALLENGE  1080p,04-10-2014,677721,13856,174,Oct
1087,CSK KUTHU CHALLENGE,25-09-2014,1067781,30663,637,Sep
1088,CSK KAAPI CHALLENGE  1080p,17-09-2014,811097,16695,147,Sep
1089,Junior Super Kings 2013,17-02-2014,23133,412,12,Feb
1090,Dirk Nannes doing the Whistle Podu!,29-03-2013,18576,336,7,Mar
1091,Chennai Marathon,08-12-2012,5212,134,4,Dec
1092,Chennai Marathon,07-12-2012,7056,215,9,Dec
1093,CSK Whistle Podu - 2011 Edit,15-04-2011,43835,1795,66,Apr
1094,CSK Whistle Podu - 2011 New,15-04-2011,156554,3444,106,Apr
1095,CSK Whistle Podu - 2010,18-03-2010,2360556,70828,2745,Mar
1096,CSK Whistle Podu fan video ( 60 sec TELEVISION PROMO),22-05-2009,39975,714,41,May
1097,Whistle Podu 4 Super Kings (full),28-04-2009,510992,6399,267,Apr
1098,Whistle Podu,17-04-2009,136642,8274,531,Apr
